cleaned_text,sentiment_scores,sentiment_labels
really really,0.6593102,neutral
hurt toe,0.5273172,negative
star dope took two naproxen sodium bitchy helped,0.54832,positive
pass master year give away due back know,0.8117583,neutral
fighting tear mom talk,0.6813014,neutral
actually,0.5655913,neutral
pineapple sherbert nap time,0.78392893,neutral
kkr put good fight eventually lose dc wicket,0.68765634,neutral
must like better think cause husband kid,0.49659088,positive
weekend farrrr,0.77108234,neutral
ok enough take im going bed,0.60548437,neutral
encouraged see nasa high wanting see evidence trickling,0.8811401,neutral
like go jogging shame though shoe maastricht,0.7830623,neutral
nan,0.52818847,neutral
fun nite rough never drinkin time go watch laker,0.5610365,neutral
today crazy lot wish could go stand,0.6207266,neutral
homeee great play practice every day thiss weeek,0.9613406,positive
make judgement based initial suck u r receiving end,0.884387,negative
fell missed jonny depp sponge bob,0.67178303,neutral
need anime,0.68931264,neutral
usually get actually headed genius bar macbook refused restart last forced reboot,0.7270213,neutral
nan,0.52818847,neutral
way u cant take flaw,0.56398296,negative
got great workout little punk year old kicked u court though,0.75039816,positive
really,0.60625404,neutral
havent even seen,0.5788106,neutral
cramming history test china im gunna,0.84929574,neutral
u history study guide real pain butt,0.6475549,negative
record hairdresser dumb,0.74859965,negative
dear appreciate harry potter one knew hippogriff,0.5243583,neutral
shame pretty outside sacrifice much college deserve paid well,0.47230285,negative
j g ballard loss world,0.5003166,negative
dislike family dislike visiting,0.9443233,negative
arrived bck frm vacation barbados thought check work email vpn work fun already started,0.5703384,positive
u want study economics,0.84310865,neutral
scala beat groovy tiobe,0.69225985,neutral
want think homework,0.6972612,neutral
especially one end,0.6172155,neutral
mad missed church today,0.79120666,negative
long need nap got ta put washing also ive lost sight huge spider,0.64263177,negative
need twitter need new,0.761535,neutral
guess,0.57303655,neutral
made good classification pastpaper essay comfort,0.823873,positive
son life london hardly ever call vegan green,0.5460015,neutral
ripping cd stupidly term copyright,0.805555,negative
contest awesome missed minute oh well im pumped next one haha,0.9626935,positive
worried thing never going,0.6836564,negative
many spammer pe twitter,0.72229546,negative
feel strange think sun agrees shame coz love,0.60604197,neutral
hot water run continue graphic got ta wait water warm,0.8636408,neutral
hii ok follow havnt got many follower,0.71723217,neutral
embark week mission working till everyday except tuesday,0.9043515,neutral
spain premiered yet,0.77266496,neutral
much darker cloud cover east end,0.8524285,neutral
cant find want doesnt dont enough money list,0.73917574,negative
wrote even worse without one,0.8882595,negative
gland muscle ache tired used maybe falling apart good,0.59817785,negative
another afternoon waking,0.6989723,neutral
feel kinda bad cu sean supposed leave think stuff today,0.80647,negative
wish could gone buddha exhibit downtown last day,0.76910585,neutral
supposed see,0.6997078,neutral
back desk sunny beautiful feel like working lol,0.953886,positive
power nap boo looking forward school tomorrow,0.9390021,positive
oh poor,0.86767614,negative
wish bed,0.7543313,neutral
dog ate usb,0.7104167,negative
want finish essay right sooo still essay,0.72362936,neutral
uh pouting minn,0.63472503,neutral
thanks rubbing,0.63815933,positive
might well enjoy last day school feel like day,0.87205017,positive
going home,0.7098324,neutral
ha much better although good database school,0.81055737,positive
bored waiting friend come till,0.6276543,neutral
playoff without sun,0.80523074,neutral
dog ate wireless timeout,0.51812565,neutral
going make mom get home time art show piece finish,0.82117534,neutral
electically shocked hairdryer x,0.6539925,neutral
convince mum let go june,0.81044114,neutral
watching office catching season starting episode,0.9258479,neutral
hey plz tell others follow dont friend favor would mean much,0.5224893,positive
hot misery begin actually leave house,0.84022987,negative
arianna say ouch,0.51667076,negative
lol,0.5321322,neutral
target microwave potato curry target microwave chicken tikka wish watching lakers,0.92692417,neutral
peace hello rainy champaign,0.50957656,positive
nacho bought song hannah montana soundtrack rocking back,0.7014969,positive
think ur amazing watch tube shame never gon na meet cuz likr da uk soundddx ly,0.8610651,positive
already open really wanted first sip feel project,0.61736584,positive
want transferred mimis mira mesa,0.71559703,neutral
torture leave fish gut well vegetarian would except already,0.64376473,neutral
really wan na see hope,0.6176571,neutral
internet connection really dodgy today,0.9648886,negative
foot fell asleep neiiiii stop tickle tickels,0.5294239,negative
really want see avenged anything right,0.52945256,positive
pretty bummed pf right,0.5308435,negative
headache gon na try get sleep,0.6691603,neutral
sitting bored house,0.655441,negative
see dance partner wont b mean giggle u sorry dammit,0.61311686,negative
got back helping brother decorating go live sex box hawk,0.7453297,neutral
thing unfair,0.8827731,negative
yay brownie cookie time bringing delts goody going see cory cuz sickie,0.8089286,positive
heyy cant reply dm cuz following,0.5819717,negative
know think time,0.7290316,neutral
ohnoes one dp,0.6925148,neutral
aware anything besides awful facebook app change status everything,0.80769676,negative
wan na watch laker game cant,0.559243,neutral
super bored want van right,0.66666913,negative
finished painting managed annoy em well,0.58997875,neutral
little sad see go,0.8800845,negative
work miss boyfriend,0.5223714,neutral
flu thank god lakers game,0.8784776,positive
glad guy still sick scramblez,0.6642972,negative
feed going hard enough time watching anything,0.56193995,neutral
woke morning swollen left sick get dam,0.8843623,negative
hair really putting wine like dirty horse tail,0.560285,negative
cleaning room,0.65225625,neutral
essay face everyones gone pub finish stupid,0.7994787,negative
want go hate woman devil inside,0.91733164,negative
wnaa go,0.63466907,neutral
held shit thank even cleaned sorry nonetheless,0.6089345,negative
nah aint paid ema like last week thats,0.53199685,neutral
stop teasing,0.60307807,negative
happy,0.7636856,positive
missing everyone,0.6550397,negative
work,0.5791137,neutral
damn missed,0.84614843,negative
pretty damn cool although miss brunch thanks hosting last super,0.97737783,positive
indeed absurd everyone like people used tape cd use car day,0.6056125,neutral
application bit struggle grrrrrr,0.575302,negative
got heart brokern yet oh,0.77132314,neutral
hate awaiting important email,0.6998222,neutral
wan na watch,0.7259287,neutral
want white castle,0.7706746,neutral
chatting mysterious character know silver uncle must work general motor,0.88494736,neutral
aww im sorry rose,0.7063424,negative
aw wan na see terracotta,0.8012581,neutral
got ta go kiss see tomorow,0.6883079,neutral
polly gone back home see till friday whimper,0.7026761,neutral
nan,0.52818847,neutral
lmfao unlucky u lonnng summer haha,0.47702652,negative
good afternoon twitter sad hear chuck liddell gon na fight ufc anymore,0.62215745,neutral
computer think smell burning,0.6618773,negative
still tweeting love brilliant understand ppl still use,0.87552327,positive
always impression bought allowed make seems wrong,0.8354781,negative
snoring quite loudly,0.49295926,neutral
sore throat feel start exam week,0.7598688,negative
really want see come though everywhere booked,0.74309313,positive
sad sad day,0.91367877,negative
feel like,0.6941576,neutral
rainy sunday parking lot cricket,0.8090496,neutral
nan,0.52818847,neutral
bopping kitchen human greatest hit almost feel young kid thought fit,0.6847025,neutral
hate go,0.5581625,neutral
escape one,0.52860934,neutral
arrww tomorrow school start holiday,0.70725554,neutral
give old man six flag commercial speaking already creepy enough see nightmare,0.9346854,negative
tomorrow start school week holiday,0.8681287,neutral
almost year,0.6120011,neutral
n worst mood anyone alive,0.9633843,negative
really wish could wind weekend back someone crash car u,0.5589349,negative
thee worst sleep last nite never sharing single bed im wrecked stupid skewl nt hate sunday,0.9679586,negative
happy,0.7636856,positive
stay tuned dont feel bad im alittle sore,0.60827476,neutral
lmfao sed fault,0.60734063,negative
thinking pure torture,0.9435922,negative
go colin wait,0.7011378,neutral
hour,0.50492865,neutral
cor getting pretty chilly,0.64924437,neutral
feeling good,0.94133574,positive
u could first guest new improved camera show since old cam fell death,0.76112956,neutral
soooooo feel lonely,0.91871375,negative
boring apartment waiting listening carpenter bored miss bf,0.5397451,negative
poor little masi isnt feeling,0.8691129,negative
omg click fast cart became empty checked,0.51904356,negative
concentrate life good,0.8819603,positive
still showing,0.6505015,neutral
thing happened dropped lens zoom,0.53643817,neutral
tidied sorting hair regulation army shining shoe soon iron,0.8834705,neutral
look miss get,0.6448209,neutral
ive waiting morning wake im hasnt happened yet,0.57331204,neutral
aww cousin peaceful miss already,0.65946084,negative
school work well rather school work lol,0.67780966,positive
want go another find usa boring right,0.7229431,negative
lost close match going wrong way,0.88472277,negative
wan na see wait till come argentina xoxo,0.72929686,neutral
keep put iced water long maybe poor,0.66667914,neutral
back home refreshing needed back reality,0.50416553,neutral
soprano,0.65841955,neutral
converting old window program vb run web based system,0.8789663,neutral
oh never thought ferret would eat chicken,0.70082337,negative
seen ep dave many time,0.80933183,neutral
chemistry stupid review packet,0.9173594,negative
even seen,0.6377233,neutral
long gon na miss,0.57983446,neutral
finally recovered drinking seem become something must age,0.6336787,neutral
rip jg ballard,0.8373616,neutral
getting ready last gon na go blast,0.65122503,neutral
got,0.56824553,neutral
back college soon would rather decent,0.5558077,neutral
wish could stay go park nate stupid work,0.76621985,negative
work got like four beach invite today,0.8426934,neutral
dream last night got,0.8433812,neutral
really im kind freaked thinking put warning ahh,0.51612824,neutral
